run,model,item_id,image,vqascore,custom_cv
v259_ideogram-4-lecture24,ideogram-4,,v259_03_data_visualization_chart_claude.png,0.8234,0.7802
v259_ideogram-4-lecture24,ideogram-4,,v259_04_data_visualization_chart_chatgpt.png,0.8654,0.7096
v259_ideogram-4-lecture24,ideogram-4,,v259_05_data_visualization_chart_qwen.png,0.8816,0.7005
v259_ideogram-4-lecture24,ideogram-4,,v259_06_historical_figure_portrait_claude.png,0.8234,0.746
v259_ideogram-4-lecture24,ideogram-4,,v259_07_historical_figure_portrait_chatgpt.png,0.7345,0.6656
v259_ideogram-4-lecture24,ideogram-4,,v259_08_historical_figure_portrait_qwen.png,0.7063,0.7107
v259_ideogram-4-lecture24,ideogram-4,,v259_09_multi_character_classroom_collaboration_claude.png,0.9012,0.8196
v259_ideogram-4-lecture24,ideogram-4,,v259_10_multi_character_classroom_collaboration_chatgpt.png,0.8512,0.8199
v259_ideogram-4-lecture24,ideogram-4,,v259_11_multi_character_classroom_collaboration_qwen.png,0.8654,0.8203
v259_ideogram-4-lecture24,ideogram-4,,v259_12_intergenerational_indoor_scene_claude.png,0.8722,0.8204
v259_ideogram-4-lecture24,ideogram-4,,v259_13_intergenerational_indoor_scene_chatgpt.png,0.8782,0.8203
v259_ideogram-4-lecture24,ideogram-4,,v259_14_intergenerational_indoor_scene_qwen.png,0.9194,0.6753
v259_ideogram-4-lecture24,ideogram-4,,v259_15_single_character_cutout_claude.png,0.896,0.7482
v259_ideogram-4-lecture24,ideogram-4,,v259_16_single_character_cutout_chatgpt.png,0.896,0.7586
v259_ideogram-4-lecture24,ideogram-4,,v259_17_single_character_cutout_qwen.png,0.9385,0.741
v259_ideogram-4-lecture24,ideogram-4,,v259_18_labeled_science_diagram_claude.png,0.8194,0.7677
v259_ideogram-4-lecture24,ideogram-4,,v259_19_labeled_science_diagram_chatgpt.png,0.9092,0.7137
v259_ideogram-4-lecture24,ideogram-4,,v259_20_labeled_science_diagram_qwen.png,0.9185,0.7278
v259_ideogram-4-lecture24,ideogram-4,,v259_21_geometric_shape_set_claude.png,0.9239,0.7851
v259_ideogram-4-lecture24,ideogram-4,,v259_22_geometric_shape_set_chatgpt.png,0.896,0.7262
v259_ideogram-4-lecture24,ideogram-4,,v259_23_geometric_shape_set_qwen.png,0.9321,0.7169
v260_ideogram-4-lecture24,ideogram-4,,v260_00_structured_worksheet_template_claude.png,0.8933,0.8174
v260_ideogram-4-lecture24,ideogram-4,,v260_01_structured_worksheet_template_chatgpt.png,0.8654,0.8212
v260_ideogram-4-lecture24,ideogram-4,,v260_02_structured_worksheet_template_qwen.png,0.8933,0.8174
v260_ideogram-4-lecture24,ideogram-4,,v260_03_data_visualization_chart_claude.png,0.7934,0.7713
v260_ideogram-4-lecture24,ideogram-4,,v260_04_data_visualization_chart_chatgpt.png,0.8688,0.8193
v260_ideogram-4-lecture24,ideogram-4,,v260_05_data_visualization_chart_qwen.png,0.8282,0.8179
v260_ideogram-4-lecture24,ideogram-4,,v260_06_historical_figure_portrait_claude.png,0.8587,0.8201
v260_ideogram-4-lecture24,ideogram-4,,v260_07_historical_figure_portrait_chatgpt.png,0.8688,0.8192
v260_ideogram-4-lecture24,ideogram-4,,v260_08_historical_figure_portrait_qwen.png,0.8933,0.8197
v260_ideogram-4-lecture24,ideogram-4,,v260_09_multi_character_classroom_collaboration_claude.png,0.7743,0.8196
v260_ideogram-4-lecture24,ideogram-4,,v260_10_multi_character_classroom_collaboration_chatgpt.png,0.8363,0.8208
v260_ideogram-4-lecture24,ideogram-4,,v260_11_multi_character_classroom_collaboration_qwen.png,0.8587,0.8202
v260_ideogram-4-lecture24,ideogram-4,,v260_12_intergenerational_indoor_scene_claude.png,0.8933,0.8198
v260_ideogram-4-lecture24,ideogram-4,,v260_13_intergenerational_indoor_scene_chatgpt.png,0.8722,0.8213
v260_ideogram-4-lecture24,ideogram-4,,v260_14_intergenerational_indoor_scene_qwen.png,0.8872,0.8185
v260_ideogram-4-lecture24,ideogram-4,,v260_15_single_character_cutout_claude.png,0.8933,0.8191
v260_ideogram-4-lecture24,ideogram-4,,v260_16_single_character_cutout_chatgpt.png,0.896,0.8193
v260_ideogram-4-lecture24,ideogram-4,,v260_17_single_character_cutout_qwen.png,0.9039,0.8207
v260_ideogram-4-lecture24,ideogram-4,,v260_18_labeled_science_diagram_claude.png,0.8722,0.7338
v260_ideogram-4-lecture24,ideogram-4,,v260_19_labeled_science_diagram_chatgpt.png,0.8688,0.8195
v260_ideogram-4-lecture24,ideogram-4,,v260_20_labeled_science_diagram_qwen.png,0.9417,0.8209
v260_ideogram-4-lecture24,ideogram-4,,v260_21_geometric_shape_set_claude.png,0.9039,0.7452
v260_ideogram-4-lecture24,ideogram-4,,v260_22_geometric_shape_set_chatgpt.png,0.8748,0.8201
v260_ideogram-4-lecture24,ideogram-4,,v260_23_geometric_shape_set_qwen.png,0.8545,0.821
