run,model,item_id,image,vqascore,custom_cv
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_06_historical_figure_portrait_claude.png,0.7788,0.7571
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_07_historical_figure_portrait_chatgpt.png,0.8512,0.7595
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_08_historical_figure_portrait_qwen.png,0.798,0.7503
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_09_multi_character_classroom_collaboration_claude.png,0.9385,0.7103
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_10_multi_character_classroom_collaboration_chatgpt.png,0.8621,0.7057
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_11_multi_character_classroom_collaboration_qwen.png,0.8986,0.6856
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_12_intergenerational_indoor_scene_claude.png,0.896,0.7593
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_13_intergenerational_indoor_scene_chatgpt.png,0.8621,0.7148
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_14_intergenerational_indoor_scene_qwen.png,0.9136,0.7096
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_15_single_character_cutout_claude.png,0.8587,0.78
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_16_single_character_cutout_chatgpt.png,0.8842,0.757
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_17_single_character_cutout_qwen.png,0.9367,0.7663
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_18_labeled_science_diagram_claude.png,0.896,0.816
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_19_labeled_science_diagram_chatgpt.png,0.896,0.7348
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_20_labeled_science_diagram_qwen.png,0.9681,0.7535
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_21_geometric_shape_set_claude.png,0.928,0.8254
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_22_geometric_shape_set_chatgpt.png,0.9065,0.7306
v262_flux2-klein-4b-nf4-lecture24,flux2-klein-4b-nf4,,v262_23_geometric_shape_set_qwen.png,0.8654,0.7466
